target_location,target_name,BOOK,TOTAL_TONS,INCENDIARY_PERCENT,TARGET_SCORE,TONNAGE_SCORE,INCENDIARY_SCORE,AREA_BOMBING_SCORE,AREA_BOMBING_SCORE_NORMALIZED,CATEGORY,raid_id,AIR FORCE,DAY,MONTH,YEAR,TIME OF ATTACK,AVG_ALTITUDE,TOTAL_AIRCRAFT,Year
ANKLAM,A C FACTORY,BOOK_7_AIRCRAFTPRODUCTION,212.75,27.144535840188016,0,9.31355196946035,4.643556371394327,4.2,4.3,AIRCRAFTPRODUCTION,439,8.0,4.0,8.0,4.0,1452.0,186.1428571428571,82.0,1944
ANKLAM,AIR FIELD,BOOK_10_AIRFIELDS__PART_2,47.0,36.17021276595745,0,7.262016310949159,5.303072171475079,3.8,3.9,AIRFIELDS,440,8.0,4.0,8.0,1.0,1441.0,181.0,24.0,1941
ANKLAM,AIR FIELD,BOOK_10_AIRFIELDS__PART_2,216.0,41.66666666666667,0,9.32431025507548,5.7288797106381635,4.5,4.6,AIRFIELDS,441,8.0,25.0,8.0,4.0,1308.0,195.66666666666663,73.0,1944
ANKLAM,AIR FIELD,BOOK_10_AIRFIELDS__PART_2,165.0,9.090909090909092,0,9.098733298629186,3.3851102697263418,3.7,3.8,AIRFIELDS,442,8.0,4.0,8.0,4.0,1440.0,186.0,72.0,1944
ANKLAM,ARADOAC PLANT,BOOK_7_AIRCRAFTPRODUCTION,30.0,0.0,0,6.531667534270346,0.0,2.0,2.1,AIRCRAFTPRODUCTION,443,8.0,10.0,10.0,3.0,1151.0,120.0,20.0,1943
ANKLAM,ARADOAC PLANT,BOOK_7_AIRCRAFTPRODUCTION,5.0,0.0,0,4.5779975707097,0.0,1.4,1.4,AIRCRAFTPRODUCTION,444,8.0,11.0,10.0,3.0,1151.0,120.0,20.0,1943
ANKLAM,ARADOAC PLANT,BOOK_7_AIRCRAFTPRODUCTION,79.0,18.9873417721519,0,8.162762450112789,4.074951003728837,3.7,3.8,AIRCRAFTPRODUCTION,445,8.0,13.0,10.0,3.0,1200.0,120.0,39.0,1943
ANKLAM,ARADOAC PLANT,BOOK_7_AIRCRAFTPRODUCTION,40.0,62.5,0,7.079125455491932,7.211105059487406,4.3,4.4,AIRCRAFTPRODUCTION,446,8.0,14.0,10.0,3.0,930.0,170.0,20.0,1943
ANKLAM,ARADOAC PLANT,BOOK_7_AIRCRAFTPRODUCTION,164.5,16.41337386018237,0,9.094395280235988,3.8955299971011295,3.9,4.0,AIRCRAFTPRODUCTION,447,8.0,15.0,10.0,3.0,930.0,120.0,20.0,1943
ANKLAM,ARADOAC PLANT,BOOK_7_AIRCRAFTPRODUCTION,212.5,100.0,0,9.31268436578171,10.0,5.8,6.0,AIRCRAFTPRODUCTION,448,8.0,26.0,10.0,3.0,600.0,120.0,20.0,1943
ANKLAM,ARADOAC PLANT,BOOK_7_AIRCRAFTPRODUCTION,33.75,14.074074074074074,0,6.7683498178032275,3.732466766795988,3.2,3.3,AIRCRAFTPRODUCTION,449,8.0,9.0,10.0,3.0,1143.0,145.0,20.0,1943
ANKLAM,Marshalling Yard,BOOK_11_TRANSPORTATION__PART_3,3.0,100.0,0,3.692174214818671,10.0,4.1,4.2,TRANSPORTATION,450,,4.0,8.0,4.0,,,1.0,1944
ANNAHOF,ORANIENBURG AIRDROME,BOOK_10_AIRFIELDS__PART_2,31.0,0.0,0,6.610966510498004,0.0,2.0,2.1,AIRFIELDS,453,8.0,17.0,4.0,4.0,930.0,247.5,17.0,1944
ANNAHOF,ORANIENBURG AIRDROME,BOOK_10_AIRFIELDS__PART_2,211.8,74.0321057601511,0,9.30938747180288,7.761231076761818,5.1,5.3,AIRFIELDS,454,8.0,18.0,4.0,4.0,1434.0,248.71428571428572,123.0,1944
ANNAHOF,ORANIENBURG AIRDROME,BOOK_10_AIRFIELDS__PART_2,168.0,5.952380952380952,0,9.116258892937706,3.1663360280874,3.7,3.8,AIRFIELDS,455,9.0,10.0,4.0,5.0,1504.0,237.2,57.0,1945
ANNAHOF,ORANIENBURG AIRDROME,BOOK_10_AIRFIELDS__PART_2,36.0,0.0,0,6.885476314419573,0.0,2.1,2.2,AIRFIELDS,456,9.0,11.0,4.0,5.0,1506.0,256.0,12.0,1945
ANNECY,BEARING MANF PLANT,BOOK_12_MANUFACTURING,90.0,0.0,0,8.372201978136388,0.0,2.5,2.6,MANUFACTURING,457,15.0,11,11.0,3.0,1310.0,167.5,31.0,1943
ANNWEILER,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,91.0,0.0,1,8.389380530973451,0.0,6.5,6.7,INDUSTRIAL,460,8.0,6.0,1.0,5.0,1243.0,259.3333333333333,31.0,1945
ANSBACH,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_3,51.0,0.0,0,7.380704494187055,0.0,2.2,2.3,TRANSPORTATION,461,8.0,1.0,2.0,2.0,1200.0,196.0,17.0,1942
ANSBACH,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_3,267.0,0.0,0,9.47371160853722,0.0,2.8,2.9,TRANSPORTATION,462,8.0,2.0,2.0,2.0,1252.0,157.0,57.2,1942
ANSBACH,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_3,30.0,0.0,0,6.531667534270346,0.0,2.0,2.1,TRANSPORTATION,463,8.0,22.0,2.0,2.0,1304.0,135.0,10.0,1942
ANSBACH,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_3,148.8,0.0,0,9.000173520735729,0.0,2.7,2.8,TRANSPORTATION,464,8.0,21.0,2.0,5.0,1236.0,162.25,36.0,1945
ANSBACH,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_3,182.0,0.0,0,9.18601422870033,0.0,2.8,2.9,TRANSPORTATION,465,8.0,22.0,2.0,5.0,1213.0,146.6,50.0,1945
ANTHEOR,VIADUCT,BOOK_11_TRANSPORTATION__PART_2,16.5,0.0,0,5.802706923477356,0.0,1.7,1.8,TRANSPORTATION,467,15.0,1,11.0,3.0,1308.0,145.0,18.0,1943
ANTHEOR,VIADUCT,BOOK_11_TRANSPORTATION__PART_2,15.0,0.0,0,5.71889640812077,0.0,1.7,1.8,TRANSPORTATION,470,15.0,2,2.0,4.0,1435.0,210.0,29.0,1944
ANTHEOR,VIADUCT,BOOK_11_TRANSPORTATION__PART_2,56.0,0.0,0,7.526982474405691,0.0,2.3,2.4,TRANSPORTATION,471,15.0,04,6.0,4.0,1000.0,190.0,28.0,1944
ANTHEOR,VIADUCT,BOOK_11_TRANSPORTATION__PART_2,28.0,0.0,0,6.395800798195385,0.0,1.9,2.0,TRANSPORTATION,472,15.0,05,6.0,4.0,1400.0,150.0,20.0,1944
ANTHEOR,VIADUCT,BOOK_11_TRANSPORTATION__PART_2,111.0,0.0,0,8.718202325177858,0.0,2.6,2.7,TRANSPORTATION,473,15.0,07,6.0,4.0,1019.0,160.0,28.0,1944
ANTWERP,A C FACTORY,BOOK_7_AIRCRAFTPRODUCTION,12.0,0.0,0,5.527676557348603,0.0,1.7,1.8,AIRCRAFTPRODUCTION,474,8.0,5.0,4.0,3.0,1534.0,230.0,2.0,1943
ANTWERP,ERLA AIRCRAFT,BOOK_7_AIRCRAFTPRODUCTION,102.0,0.0,0,8.585285441610273,0.0,2.6,2.7,AIRCRAFTPRODUCTION,480,8.0,5.0,4.0,3.0,1530.0,245.22222222222223,35.0,1943
ANTWERP,FORD MOTOR,BOOK_1_MILITARYINDUSTRY,50.0,0.0,0,7.340968245705362,0.0,2.2,2.3,MILITARYINDUSTRY,488,8.0,5.0,5.0,3.0,1430.0,251.0,12.0,1943
ANTWERP,FORD MOTOR,BOOK_1_MILITARYINDUSTRY,48.0,0.0,0,7.283359361443692,0.0,2.2,2.3,MILITARYINDUSTRY,489,8.0,8.0,5.0,3.0,1530.0,250.0,19.0,1943
ANZIO,BEACH HEAD,BOOK_15_TACTICAL,30.0,0.0,0,6.531667534270346,0.0,2.0,2.1,TACTICAL,515,15.0,2.0,3.0,4.0,828.0,190.0,21.0,1944
ANZIO,BEACH HEAD,BOOK_15_TACTICAL,29.0,0.0,0,6.449245184799583,0.0,1.9,2.0,TACTICAL,516,15.0,2.0,5.0,4.0,1025.0,205.0,25.0,1944
ANZIO,TROOP CONCT,BOOK_15_TACTICAL,61.0,0.0,0,7.683671698768003,0.0,2.3,2.4,TACTICAL,517,15.0,17.0,2.0,4.0,1145.0,178.0,26.0,1944
ANZIO,TROOP CONCT,BOOK_15_TACTICAL,139.0,0.0,0,8.938226618080861,0.0,2.7,2.8,TACTICAL,518,15.0,20.0,2.0,4.0,1147.0,198.5,58.0,1944
ANZIO,TROOP CONCT,BOOK_15_TACTICAL,74.0,0.0,0,8.036265833767136,0.0,2.4,2.5,TACTICAL,519,15.0,2.0,3.0,4.0,833.0,222.0,85.0,1944
ANZIO,VEHICLES,BOOK_11_TRANSPORTATION__PART_2,53.0,0.0,0,7.442304355370467,0.0,2.2,2.3,TRANSPORTATION,520,15.0,17.0,2.0,4.0,1004.0,205.0,37.0,1944
ARAD,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_2,94.0,0.0,0,8.430504945340969,0.0,2.5,2.6,TRANSPORTATION,525,8.0,21.0,6.0,4.0,900.0,217.5,35.0,1944
ARAD,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_2,9.0,0.0,0,5.230956099253861,0.0,1.6,1.6,TRANSPORTATION,526,8.0,22.0,6.0,4.0,600.0,225.0,3.0,1944
ARAD,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_2,7.0,0.0,0,4.993232691306611,0.0,1.5,1.5,TRANSPORTATION,527,8.0,23.0,6.0,4.0,1212.0,230.0,17.0,1944
ARAD,RR CAR REPAIR SHOP,BOOK_11_TRANSPORTATION__PART_2,123.64,39.340019411193786,0,8.827693909422177,5.548635509513212,4.3,4.4,TRANSPORTATION,528,15.0,3.0,7.0,4.0,1140.0,214.0,44.0,1944
ARAMON,CITY AREA,BOOK_6_INDUSTRIAL__PART_2,3.0,0.0,1,3.692174214818671,0.0,5.1,5.3,INDUSTRIAL,529,15.0,12.0,,4.0,,,1.0,1944
ARDRES,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,29.0,0.0,1,6.449245184799583,0.0,5.9,6.1,INDUSTRIAL,530,8.0,8.0,7.0,4.0,720.0,235.0,13.0,1944
ARENZANO,GP,BOOK_15_TACTICAL,50.0,0.0,0,7.340968245705362,0.0,2.2,2.3,TACTICAL,531,15.0,12.0,8.0,4.0,1029.0,165.0,20.0,1944
ARENZANO,GP,BOOK_15_TACTICAL,82.0,0.0,0,8.23008849557522,0.0,2.5,2.6,TACTICAL,532,15.0,14.0,8.0,4.0,1315.0,160.0,28.0,1944
ARGENT SUR SAULDRE,BRIDGE,BOOK_11_TRANSPORTATION__PART_2,3.0,0.0,0,3.692174214818671,0.0,1.1,1.1,TRANSPORTATION,533,8.0,15.0,6.0,4.0,,,1.0,1944
ARGENTAN,RAILROAD,BOOK_11_TRANSPORTATION__PART_2,251.8,0.0,0,9.4369252125629,0.0,2.8,2.9,TRANSPORTATION,536,8.0,06,6.0,4.0,911.0,167.52631578947367,122.0,1944
ARGENTAN,RAILROAD,BOOK_11_TRANSPORTATION__PART_2,470.0,0.0,0,9.75151830643762,0.0,2.9,3.0,TRANSPORTATION,537,8.0,06-07,6.0,4.0,106.0,119.5,224.0,1944
ARGENTAN,RAILROAD,BOOK_11_TRANSPORTATION__PART_2,216.8,0.0,0,9.328474752732951,0.0,2.8,2.9,TRANSPORTATION,538,8.0,07,6.0,4.0,1341.0,200.0,101.0,1944
ARLES,RR BRIDGE,BOOK_11_TRANSPORTATION__PART_2,110.0,0.0,0,8.702411938226618,0.0,2.6,2.7,TRANSPORTATION,539,15.0,3.0,6.0,4.0,955.0,150.0,37.0,1944
ARLES,RR BRIDGE,BOOK_11_TRANSPORTATION__PART_2,75.0,0.0,0,8.059864653826132,0.0,2.4,2.5,TRANSPORTATION,540,15.0,5.0,7.0,4.0,1328.0,180.0,37.0,1944
ARMENTIERES,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_2,27.0,0.0,0,6.333159812597605,0.0,1.9,2.0,TRANSPORTATION,541,8.0,6.0,7.0,4.0,,,12.0,1944
ARNBACH,COMM CENTER,BOOK_11_TRANSPORTATION__PART_3,34.75,17.26618705035971,0,6.800798195384349,3.954976193122246,3.2,3.3,TRANSPORTATION,542,8.0,21.0,1.0,5.0,1305.0,221.0,24.0,1945
ARNSBERG,VIADUCT,BOOK_11_TRANSPORTATION__PART_3,252.35,9.25302159698831,0,9.438486899184452,3.3964104840345373,3.9,4.0,TRANSPORTATION,572,8.0,28.0,2.0,2.0,1446.0,232.625,127.0,1942
ARNSBERG,VIADUCT,BOOK_11_TRANSPORTATION__PART_3,85.0,0.0,0,8.296720458094741,0.0,2.5,2.6,TRANSPORTATION,573,8.0,10.0,2.0,3.0,1600.0,207.0,3.0,1943
ARNSBERG,VIADUCT,BOOK_11_TRANSPORTATION__PART_3,8.5,5.88235294117647,0,5.1832378969286825,3.161454655555902,2.5,2.6,TRANSPORTATION,574,8.0,10.0,3.0,3.0,1615.0,200.0,3.0,1943
ARNSBERG,VIADUCT,BOOK_11_TRANSPORTATION__PART_3,539.0,0.0,0,9.802012840534443,0.0,2.9,3.0,TRANSPORTATION,575,8.0,10.0,10.0,3.0,1053.0,166.83333333333334,232.0,1943
ARNSBERG,VIADUCT,BOOK_11_TRANSPORTATION__PART_3,53.0,0.0,0,7.442304355370467,0.0,2.2,2.3,TRANSPORTATION,576,8.0,28.0,2.0,5.0,1445.0,220.0,185.0,1945
ARNSBERG,VIADUCT,BOOK_11_TRANSPORTATION__PART_3,225.0,0.0,0,9.35537046677078,0.0,2.8,2.9,TRANSPORTATION,577,8.0,9.0,2.0,5.0,1300.0,240.5,75.0,1945
ARZFELD,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,9.0,0.0,1,5.230956099253861,0.0,5.6,5.8,INDUSTRIAL,594,8.0,24.0,12.0,4.0,,,3.0,1944
ASCHAFFENBURG,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_3,210.25,44.47086801426872,0,9.305570015616864,5.9461197888249675,4.6,4.7,TRANSPORTATION,597,9.0,21.0,1.0,1.0,1154.0,220.8571428571429,82.0,1941
ASCHAFFENBURG,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_3,79.0,16.455696202531644,0,8.162762450112789,3.8984801182863382,3.6,3.7,TRANSPORTATION,598,8.0,22.0,1.0,1.0,1153.0,221.5,24.0,1941
ASCHAFFENBURG,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_3,84.25,22.8486646884273,0,8.287003296893978,4.344108377964577,3.8,3.9,TRANSPORTATION,599,8.0,1.0,3.0,1.0,1157.0,220.33333333333337,35.0,1941
ASCHAFFENBURG,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_3,72.0,9.722222222222223,0,7.98160680201284,3.429116582699692,3.4,3.5,TRANSPORTATION,600,8.0,21.0,3.0,1.0,1150.0,209.5,14.0,1941
ASCHAFFENBURG,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_3,74.632,7.546360810376246,0,8.04580947423217,3.277445987669985,3.4,3.5,TRANSPORTATION,601,8.0,23.0,3.0,1.0,1148.0,221.0,23.0,1941
ASCHAFFENBURG,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_3,79.656,17.143717987345585,0,8.17352073572792,3.946439364646426,3.6,3.7,TRANSPORTATION,602,8.0,25.0,3.0,1.0,1148.0,217.0,26.0,1941
ASCHAFFENBURG,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_3,34.0,91.17647058823528,0,6.781190352247094,8.579083543408801,4.6,4.7,TRANSPORTATION,603,8.0,27.0,3.0,1.0,1155.0,210.0,11.0,1941
ASCHAFFENBURG,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_3,37.75,49.668874172185426,0,6.969980912719071,6.34880673037677,4.0,4.1,TRANSPORTATION,604,8.0,28.0,3.0,1.0,1155.0,230.0,13.0,1941
ASCHAFFENBURG,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_3,33.25,48.87218045112782,0,6.760714905431199,6.287087265616691,3.9,4.0,TRANSPORTATION,605,8.0,29.0,3.0,1.0,1155.0,224.0,11.0,1941
ASCHAFFENBURG,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_3,31.75,49.60629921259843,0,6.636821100121465,6.343959079502898,3.9,4.0,TRANSPORTATION,606,8.0,30.0,3.0,1.0,1155.0,220.0,1.0,1941
ASCHAFFENBURG,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_3,32.5,20.0,0,6.6808953669963556,4.145539357905837,3.2,3.3,TRANSPORTATION,607,8.0,21.0,12.0,1.0,1153.0,209.0,22.0,1941
ASCHAFFENBURG,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_3,58.0,5.172413793103448,0,7.584938400138816,3.11196763747796,3.2,3.3,TRANSPORTATION,608,8.0,1.0,1.0,2.0,1315.0,255.0,22.0,1942
ASCHAFFENBURG,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_3,76.0,39.473684210526315,0,8.087801492278327,5.558990454775133,4.1,4.2,TRANSPORTATION,609,9.0,22.0,1.0,2.0,1400.0,220.0,34.0,1942
ASCHAFFENBURG,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_3,2.0,0.0,0,2.6979003990976924,0.0,0.8,0.8,TRANSPORTATION,610,9.0,23.0,1.0,2.0,1500.0,222.0,30.0,1942
ASCHAFFENBURG,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_3,44.0,0.0,0,7.189484643414889,0.0,2.2,2.3,TRANSPORTATION,611,9.0,24.0,1.0,2.0,1600.0,221.0,20.0,1942
ASCHAFFENBURG,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_3,132.9,21.745673438675695,0,8.894672913413153,4.267223270185374,3.9,4.0,TRANSPORTATION,612,9.0,25.0,1.0,2.0,1700.0,220.0,51.0,1942
ASCHAFFENBURG,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_3,1.1,45.45454545454545,0,1.678986638903349,6.022324788947033,2.3,2.4,TRANSPORTATION,613,9.0,26.0,1.0,2.0,1900.0,220.0,25.0,1942
ASCHAFFENBURG,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_3,2.0,0.0,0,2.6979003990976924,0.0,0.8,0.8,TRANSPORTATION,614,8.0,3,1.0,4.0,2025.0,100.0,5.0,1944
ASCHAFFENBURG,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_3,2.0,0.0,0,2.6979003990976924,0.0,0.8,0.8,TRANSPORTATION,615,8.0,01-02,2.0,4.0,2000.0,100.0,5.0,1944
ASCHAFFENBURG,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_3,10.0,0.0,0,5.347388512927295,0.0,1.6,1.6,TRANSPORTATION,616,8.0,03-04,3.0,4.0,2025.0,100.0,5.0,1944
ASCHAFFENBURG,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_3,32.12,15.940224159402243,0,6.674648620510151,3.862548624176938,3.2,3.3,TRANSPORTATION,617,8.0,15.0,3.0,4.0,1145.0,210.0,12.0,1944
ASCHAFFENBURG,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_3,33.144,18.537291817523535,0,6.758806177338192,4.043579821704121,3.2,3.3,TRANSPORTATION,618,8.0,16.0,3.0,4.0,1150.0,214.0,12.0,1944
ASCHAFFENBURG,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_3,21.4,29.90654205607477,0,6.054311990282839,4.836084775987839,3.3,3.4,TRANSPORTATION,619,8.0,17.0,3.0,4.0,1150.0,215.0,12.0,1944
ASCHAFFENBURG,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_3,29.0,20.689655172413794,0,6.449245184799583,4.1936124611815515,3.2,3.3,TRANSPORTATION,620,8.0,18.0,3.0,4.0,1151.0,222.0,12.0,1944
ASCHAFFENBURG,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_3,5.0,0.0,0,4.5779975707097,0.0,1.4,1.4,TRANSPORTATION,621,8.0,19.0,3.0,4.0,1152.0,220.0,12.0,1944
ASCHAFFENBURG,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_3,2.0,0.0,0,2.6979003990976924,0.0,0.8,0.8,TRANSPORTATION,622,8.0,27-28,3.0,4.0,2020.0,100.0,5.0,1944
ASCHAFFENBURG,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_3,4.0,0.0,0,4.268783619642547,0.0,1.3,1.3,TRANSPORTATION,623,8.0,29,3.0,4.0,2053.0,100.0,5.0,1944
ASCHAFFENBURG,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_3,33.0,0.0,0,6.722019781363873,0.0,2.0,2.1,TRANSPORTATION,624,8.0,3.0,3.0,4.0,1140.0,252.5,25.0,1944
ASCHAFFENBURG,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_3,1.0,0.0,0,1.2540343571056742,0.0,0.4,0.4,TRANSPORTATION,625,8.0,04,4.0,4.0,2027.0,275.0,5.0,1944
ASCHAFFENBURG,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_3,4.0,0.0,0,4.268783619642547,0.0,1.3,1.3,TRANSPORTATION,626,8.0,30,4.0,4.0,2025.0,100.0,5.0,1944
ASCHAFFENBURG,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_3,2.0,0.0,0,2.6979003990976924,0.0,0.8,0.8,TRANSPORTATION,627,8.0,01,5.0,4.0,2030.0,100.0,5.0,1944
ASCHAFFENBURG,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_3,10.0,0.0,0,5.347388512927295,0.0,1.6,1.6,TRANSPORTATION,628,8.0,05-06,5.0,4.0,2028.0,100.0,5.0,1944
ASCHAFFENBURG,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_3,10.0,0.0,0,5.347388512927295,0.0,1.6,1.6,TRANSPORTATION,629,8.0,07,6.0,4.0,2030.0,285.0,5.0,1944
ASCHAFFENBURG,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_3,10.0,0.0,0,5.347388512927295,0.0,1.6,1.6,TRANSPORTATION,630,8.0,10-11,7.0,4.0,1949.0,280.0,5.0,1944
ASCHAFFENBURG,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_3,10.0,0.0,0,5.347388512927295,0.0,1.6,1.6,TRANSPORTATION,631,8.0,12,7.0,4.0,2100.0,250.0,5.0,1944
ASCHAFFENBURG,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_3,236.0,0.0,0,9.389901093180637,0.0,2.8,2.9,TRANSPORTATION,632,8.0,13,8.0,4.0,2130.0,238.0,273.0,1944
ASCHAFFENBURG,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_3,474.375,0.5006587615283268,0,9.756376887038002,0.4211782532345877,3.1,3.2,TRANSPORTATION,633,8.0,21,9.0,4.0,2200.0,250.0,5.0,1944
ASCHAFFENBURG,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_3,702.5,0.0,0,9.882873503383657,0.0,3.0,3.1,TRANSPORTATION,634,8.0,21,10.0,4.0,1947.0,253.75,299.0,1944
ASCHAFFENBURG,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_3,6.0,0.0,0,4.813291688356759,0.0,1.4,1.4,TRANSPORTATION,635,8.0,21,11.0,4.0,2100.0,250.0,3.0,1944
ASCHAFFENBURG,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_3,18.0,0.0,0,5.8754121117473534,0.0,1.8,1.9,TRANSPORTATION,636,8.0,1.0,12.0,4.0,1310.0,250.0,7.0,1944
ASCHAFFENBURG,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_3,134.542,13.781570067339567,0,8.904737116085371,3.712077482575741,3.8,3.9,TRANSPORTATION,637,8.0,12,12.0,4.0,2114.0,215.0,64.0,1944
ASCHAFFENBURG,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_3,80.042,15.04460158416831,0,8.195384348429638,3.800118357171778,3.6,3.7,TRANSPORTATION,638,8.0,12.0,12.0,4.0,1140.0,218.75,36.0,1944
ASCHAFFENBURG,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_3,36.0,0.0,0,6.885476314419573,0.0,2.1,2.2,TRANSPORTATION,639,8.0,29.0,12.0,4.0,1315.0,243.5,22.0,1944
ASCHAFFENBURG,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_3,30.0,0.0,0,6.531667534270346,0.0,2.0,2.1,TRANSPORTATION,640,8.0,30.0,12.0,4.0,1310.0,245.0,11.0,1944
ASCHAFFENBURG,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_3,236.0,34.74576271186441,0,9.389901093180637,5.192720737050091,4.4,4.5,TRANSPORTATION,641,8.0,21.0,1.0,5.0,1152.0,219.5,85.0,1945
ASCHAFFENBURG,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_3,36.0,16.666666666666664,0,6.885476314419573,3.9131860254065463,3.2,3.3,TRANSPORTATION,642,8.0,21.0,12.0,5.0,1159.0,201.0,12.0,1945
ASCHAFFENBURG,STERURG TANK FACTORY,BOOK_1_MILITARYINDUSTRY,46.0,34.78260869565217,0,7.242234947076176,5.195575177015954,3.7,3.8,MILITARYINDUSTRY,643,8.0,21.0,1.0,5.0,1153.0,209.0,11.0,1945
ASCHAFFENBURG,STERURG TANK FACTORY,BOOK_1_MILITARYINDUSTRY,69.0,46.3768115942029,0,7.8936317889987855,6.093772286274411,4.2,4.3,MILITARYINDUSTRY,644,8.0,22.0,1.0,5.0,1150.0,240.5,20.0,1945
ASCHAFFENBURG,STERURG TANK FACTORY,BOOK_1_MILITARYINDUSTRY,30.0,50.0,0,6.531667534270346,6.374458882917678,3.9,4.0,MILITARYINDUSTRY,645,8.0,23.0,1.0,5.0,1153.0,250.0,12.0,1945
ASCHAFFENBURG,STERURG TANK FACTORY,BOOK_1_MILITARYINDUSTRY,132.5,75.47169811320755,0,8.893631788998785,7.829905196142706,5.0,5.2,MILITARYINDUSTRY,646,8.0,24.0,1.0,5.0,1200.0,255.0,67.0,1945
ASCHAFFENBURG,STERURG TANK FACTORY,BOOK_1_MILITARYINDUSTRY,133.0,75.18796992481202,0,8.896408120770431,7.816370264923997,5.0,5.2,MILITARYINDUSTRY,647,8.0,25.0,1.0,5.0,1215.0,240.0,10.0,1945
ASCHAFFENBURG,STERURG TANK FACTORY,BOOK_1_MILITARYINDUSTRY,18.0,100.0,0,5.8754121117473534,10.0,4.8,4.9,MILITARYINDUSTRY,648,8.0,21.0,2.0,5.0,1153.0,208.0,12.0,1945
ASCHAFFENBURG,STERURG TANK FACTORY,BOOK_1_MILITARYINDUSTRY,97.0,19.587628865979383,0,8.472496963387124,4.116794615740976,3.8,3.9,MILITARYINDUSTRY,649,8.0,21.0,3.0,5.0,1150.0,210.0,11.0,1945
ASCHAFFENBURG,TANK ASSEMBLY PLANT,BOOK_1_MILITARYINDUSTRY,60.5,0.0,0,7.671872288738504,0.0,2.3,2.4,MILITARYINDUSTRY,650,,25.0,2.0,5.0,1214.0,225.66666666666663,147.0,1945
ASCHAFFENBURG,TANK ASSEMBLY PLANT,BOOK_1_MILITARYINDUSTRY,7.25,0.0,0,5.0409508936317895,0.0,1.5,1.5,MILITARYINDUSTRY,651,,27.0,2.0,5.0,1217.0,225.0,49.0,1945
